85004329452,425.549000,438.117300,866.898400,3.756802,0.000000,0.108528,33,91
85011877611,365.965900,490.732800,875.272800,4.596774,0.000000,0.266375,23,24
85000682192,398.596300,481.078200,838.772500,5.896078,0.000000,0.269974,524,632
85000293749,352.249800,505.779100,826.094100,6.969557,0.000000,0.352061,1164,1427
85004975371,393.207900,471.168800,856.625100,10.750996,0.000000,0.132491,62,78
85006953741,340.254000,507.279200,867.933900,11.199265,0.000000,0.122410,40,54
85003004469,363.638200,443.986500,869.293600,11.312551,-0.000000,0.160722,106,135
85007553680,373.917900,490.021100,830.297800,7.501695,0.000000,0.125014,45,49
85006733652,393.345300,510.216400,861.698400,7.095602,-0.000000,0.118042,44,56
85010657939,379.578300,454.094500,890.646500,2.328737,0.000000,0.082486,15,30
85011042476,397.029600,477.818100,864.505900,4.387397,0.000000,0.087967,18,28
85009929166,421.787600,442.062400,893.942000,3.562656,-0.000000,0.104070,33,34
85012688742,423.423400,438.297000,868.062400,22.723830,0.000000,0.063482,3,21
85011903164,391.285000,511.816900,836.062900,2.328737,0.000000,0.047956,3,24
85004001670,407.351700,432.217600,852.226900,6.858864,0.000000,0.134490,65,99
85002273333,385.439600,504.090200,834.268100,8.810113,0.000000,0.172651,136,182
85007687063,348.234600,480.868000,855.858800,15.886877,0.000000,0.112669,35,48
85012658463,427.890100,471.973600,841.485400,2.328737,0.000000,0.069542,13,21
85006941391,373.690400,458.074100,879.962200,8.470461,0.000000,0.120721,48,54
85006057089,374.772100,510.478300,853.346800,6.431869,0.000000,0.125911,48,63
85007553799,369.945000,423.962500,879.945400,5.687195,0.000000,0.098570,27,49
85000359677,367.631000,470.294300,832.104200,2.409573,-0.000000,0.316453,843,1180
85000559226,340.538400,422.852800,833.077400,5.506767,0.000000,0.280677,590,770
85001286703,354.108600,422.666500,898.003000,8.089891,0.000000,0.222939,296,331
85008742771,345.354200,515.217300,840.985300,2.328737,0.000000,0.086842,17,41
85011022037,424.091700,449.943500,854.020300,4.468186,0.000000,0.046420,3,28
